calendarID,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,startDate,endDate
563,0,0,0,0,0,1,0,20240304,20240331
564,1,1,1,1,1,0,0,20240304,20240331
567,1,1,1,1,1,0,0,20240323,20240331
569,0,0,0,0,0,0,0,20240401,20250401
570,0,0,0,0,0,0,1,20240401,20250401
571,0,0,0,0,0,1,0,20240401,20250401
573,1,1,1,1,1,0,0,20240401,20250401
572,1,1,1,1,1,0,0,20240401,20250401
141,1,1,1,1,1,0,0,20211204,20250211
136,0,0,0,0,0,1,0,20211204,20250211
416,1,1,1,1,1,0,0,20231111,20250211
415,0,0,0,0,0,1,0,20231111,20250211
377,1,1,1,1,1,0,0,20231002,20250211
376,0,0,0,0,0,1,0,20231002,20250211
96,1,1,1,1,1,0,0,20210701,20250211
95,0,0,0,0,0,1,0,20210701,20250211
396,0,0,0,0,0,0,0,20231105,20240303
397,0,0,0,0,0,0,1,20231105,20240303
398,0,0,0,0,0,1,0,20231105,20240303
399,1,1,1,1,1,0,0,20231105,20240303
392,1,1,1,1,1,0,0,20231105,20240218
9,1,1,1,1,1,0,0,20150903,20250211
8,0,0,0,0,0,1,0,20150903,20250211
274,1,1,1,1,1,0,0,20230304,20250211
273,0,0,0,0,0,1,0,20230304,20250211
115,1,1,1,1,1,0,0,20210928,20240416
116,1,1,1,1,1,0,0,20210928,20240416
181,1,1,1,1,1,0,0,20220501,20250101
179,1,1,1,1,1,0,0,20220501,20250101
178,0,0,0,0,0,1,0,20220501,20250101
488,0,0,0,0,0,0,0,20240108,20250211
491,1,1,1,1,1,0,0,20240108,20250211
490,0,0,0,0,0,1,0,20240108,20250211
489,0,0,0,0,0,0,1,20240108,20250211
403,1,1,1,1,1,0,0,20231105,20241104
305,0,0,1,0,0,0,0,20230602,20250211
304,0,0,0,0,0,1,0,20230602,20250211
306,0,0,1,0,0,0,0,20230602,20250211
307,1,1,0,1,1,0,0,20230602,20250211
308,1,1,0,1,1,0,0,20230602,20250211
431,0,0,0,0,0,0,0,20231211,20250211
434,1,1,1,1,1,0,0,20231211,20250211
433,0,0,0,0,0,1,0,20231211,20250211
432,0,0,0,0,0,0,1,20231211,20250211
247,1,1,1,1,1,0,0,20230103,20250211
246,0,0,0,0,0,1,0,20230103,20250211
248,1,1,1,1,1,0,0,20230103,20250211
462,0,0,0,0,0,0,0,20240107,20240217
466,1,1,1,1,1,0,0,20240107,20240217
464,0,0,0,0,0,1,0,20240107,20240217
463,0,0,0,0,0,0,1,20240107,20240217
237,0,0,0,0,0,0,1,20230101,20250101
239,1,1,1,1,1,0,0,20230101,20250101
238,0,0,0,0,0,1,0,20230101,20250101
245,1,1,1,1,1,0,0,20230101,20250211
58,1,1,1,1,1,0,0,20200727,20250211
165,1,0,1,0,1,0,0,20220401,20250211
364,1,1,1,1,1,0,0,20230920,20240303
363,0,0,0,0,0,1,0,20230920,20240303
380,1,1,1,1,1,0,0,20231028,20240218
412,1,1,1,1,1,0,0,20231105,20250211
410,0,0,0,0,0,1,0,20231105,20250211
411,1,1,1,1,1,0,0,20231105,20250211
190,0,0,0,0,0,0,0,20220815,20250211
193,1,1,1,1,1,0,0,20220815,20250211
192,0,0,0,0,0,1,0,20220815,20250211
191,0,0,0,0,0,0,1,20220815,20250211
338,1,0,1,0,1,0,0,20230901,20250211
337,0,1,0,1,0,0,0,20230901,20250211
312,1,1,1,1,1,0,0,20230620,20250211
310,0,0,0,0,0,1,0,20230620,20250211
309,0,0,0,0,0,0,1,20230620,20250211
335,1,1,1,1,1,0,0,20230726,20250211
275,0,0,0,0,0,1,0,20230315,20250211
276,1,1,1,1,1,0,0,20230315,20250211
277,1,1,1,1,1,0,0,20230315,20250211
268,1,1,1,1,1,0,0,20230206,20240703
267,0,0,0,0,0,1,0,20230206,20240703
60,1,1,1,1,1,0,0,20200901,20250211
59,0,0,0,0,0,1,0,20200901,20250211
348,1,1,1,1,1,0,0,20230903,20250211
94,1,1,1,1,1,0,0,20210617,20250211
93,0,0,0,0,0,1,0,20210617,20250211
341,1,1,1,1,1,0,0,20230903,20240217
249,1,1,1,1,1,0,0,20230111,20250211
250,1,1,1,1,1,0,0,20230111,20250211
21,1,1,1,1,1,0,0,20181029,20250211
20,0,0,0,0,0,1,0,20181029,20250211
417,0,0,0,0,0,1,0,20231113,20250211
418,1,1,1,1,1,0,0,20231113,20250211
83,1,1,1,1,1,0,0,20210416,20250211
82,0,0,0,0,0,1,0,20210416,20250211
172,1,1,1,1,1,0,0,20220425,20250211
171,0,0,0,0,0,1,0,20220425,20250211
347,0,0,0,0,0,1,0,20230903,20250211
379,1,1,1,1,1,0,0,20231012,20250211
378,0,0,0,0,0,1,0,20231012,20250211
566,1,1,1,1,1,0,0,20240318,20250318
565,0,0,0,0,0,1,0,20240318,20250318
473,1,1,1,1,1,0,0,20240107,20240317
472,1,1,1,1,1,0,0,20240107,20240317
471,0,0,0,0,0,1,0,20240107,20240317
103,1,1,1,1,1,0,0,20210818,20250211
102,0,0,0,0,0,1,0,20210818,20250211
142,1,1,1,1,1,0,0,20211204,20250211
200,1,1,1,1,1,0,0,20220905,20250211
198,0,0,0,0,0,1,0,20220905,20250211
201,1,1,1,1,1,0,0,20220905,20250211
374,0,0,0,1,0,0,0,20230928,20240525
373,0,0,0,0,0,1,0,20230928,20240525
176,0,0,0,0,0,0,1,20220501,20250101
180,1,1,1,1,1,0,0,20220501,20250101
135,1,1,1,1,1,0,0,20211129,20250211
134,0,0,0,0,0,1,0,20211129,20250211
375,1,1,1,1,1,0,0,20231001,20240322
240,1,1,1,1,1,0,0,20230101,20250101
150,1,1,1,1,1,0,0,20220104,20250211
147,0,0,0,0,0,1,0,20220104,20250211
41,1,1,1,1,1,0,0,20200109,20250211
39,0,0,0,0,0,1,0,20200109,20250211
334,1,1,1,1,1,0,0,20230724,20250211
333,0,0,0,0,0,1,0,20230724,20250211
144,0,0,0,0,1,0,0,20211227,20250211
143,0,0,0,0,0,1,0,20211227,20250211
345,1,1,1,1,1,0,0,20230903,20250101
361,1,1,1,1,1,0,0,20230905,20250211
360,0,0,0,0,0,1,0,20230905,20250211
71,1,1,1,1,1,0,0,20210106,20250211
70,0,0,0,0,0,1,0,20210106,20250211
80,0,1,1,0,1,0,0,20210412,20250211
79,0,0,0,0,0,1,0,20210412,20250211
45,0,0,0,0,0,0,0,20200404,20250211
46,0,0,0,0,0,0,1,20200404,20250211
255,0,0,0,0,0,1,0,20230123,20250211
256,1,1,1,1,1,0,0,20230123,20250211
257,1,1,1,1,1,0,0,20230123,20250211
53,1,1,1,1,1,0,0,20200629,20250211
163,0,0,0,0,0,0,1,20220401,20250211
132,1,1,1,1,1,0,0,20211022,20250211
131,0,0,0,0,0,1,0,20211022,20250211
148,1,0,1,0,1,0,0,20220104,20250211
149,1,0,1,0,1,0,0,20220104,20250211
314,1,1,1,1,1,0,0,20230702,20240701
313,0,0,0,0,0,1,0,20230702,20240701
140,1,1,0,1,1,0,0,20211204,20250211
137,0,0,1,0,0,0,0,20211204,20250211
303,1,1,1,1,1,0,0,20230601,20250211
302,0,0,0,0,0,1,0,20230601,20250211
292,1,1,1,1,1,0,0,20230516,20250211
293,1,1,1,1,1,0,0,20230516,20250211
291,0,0,0,0,0,1,0,20230516,20250211
205,1,1,1,1,1,0,0,20220926,20250211
204,0,0,0,0,0,1,0,20220926,20250211
203,1,1,1,1,1,0,0,20220919,20250211
202,0,0,0,0,0,1,0,20220919,20250211
98,1,1,1,1,1,0,0,20210703,20250211
97,0,0,0,0,0,1,0,20210703,20250211
168,0,0,0,0,0,1,0,20220424,20250211
170,1,1,1,1,1,0,0,20220424,20250211
169,1,1,1,1,1,0,0,20220424,20250211
362,1,1,1,1,1,0,0,20230919,20250211
4,1,1,1,1,1,0,0,20150222,20250211
3,0,0,0,0,0,1,0,20150222,20250211
270,1,1,1,1,1,0,0,20230213,20250211
269,0,0,0,0,0,1,0,20230213,20250211
231,1,1,1,1,1,0,0,20221107,20250211
230,0,0,0,0,0,1,0,20221107,20250211
232,1,1,1,1,1,0,0,20221107,20250211
465,1,1,1,1,1,0,0,20240107,20240217
407,1,1,1,1,1,0,0,20231105,20241109
234,1,1,1,1,1,0,0,20221128,20250211
233,0,0,0,0,0,1,0,20221128,20250211
336,0,0,0,0,0,0,1,20230730,20250101
365,1,1,1,1,1,0,0,20230920,20250211
31,0,0,0,0,0,1,0,20190121,20250211
33,0,0,1,0,0,0,0,20190121,20250211
139,0,1,0,0,0,0,0,20211204,20250211
559,1,1,1,1,1,0,0,20240303,20250303
138,0,0,1,0,0,0,0,20211204,20250211
161,1,1,1,1,1,0,0,20220213,20250211
160,0,0,0,0,0,1,0,20220213,20250211
32,0,0,0,0,1,0,0,20190121,20250211
217,1,1,1,1,1,0,0,20221101,20250211
216,1,1,1,0,1,0,0,20221101,20250211
215,0,0,0,1,0,0,0,20221101,20250211
214,0,0,0,0,0,1,0,20221101,20250211
19,0,1,0,0,0,0,0,20180903,20250211
18,0,0,0,1,0,0,0,20180903,20250211
206,0,0,0,0,0,1,0,20221002,20250211
207,0,0,1,0,1,0,0,20221002,20250211
342,1,1,1,1,1,0,0,20230903,20240902
34,0,1,0,0,0,0,0,20190121,20250211
321,1,1,1,1,1,0,0,20230723,20240722
356,0,1,0,1,0,0,0,20230904,20250211
50,0,0,0,0,1,0,0,20200629,20250211
101,0,1,1,1,0,0,0,20210729,20250211
99,0,0,0,0,0,1,0,20210729,20250211
77,0,1,0,1,0,0,0,20210315,20250211
51,0,0,1,0,0,0,0,20200629,20250211
7,1,1,1,1,1,0,0,20150409,20250211
57,1,1,1,1,1,0,0,20200720,20250211
56,0,0,0,0,0,1,0,20200720,20250211
75,1,1,1,1,1,0,0,20210209,20250211
55,0,0,0,0,1,0,0,20200706,20250211
13,1,1,1,1,1,0,0,20180201,20250211
14,1,1,1,1,1,0,0,20180201,20250211
408,0,0,0,0,0,0,0,20231105,20250211
409,0,0,0,0,0,0,1,20231105,20250211
366,0,0,0,0,0,0,0,20230924,20250211
369,1,1,1,1,1,0,0,20230924,20250211
368,0,0,0,0,0,1,0,20230924,20250211
367,0,0,0,0,0,0,1,20230924,20250211
109,0,1,0,0,0,0,0,20210906,20250211
23,1,1,1,1,1,0,0,20181112,20250211
22,0,0,0,0,0,1,0,20181112,20250211
469,0,0,0,0,0,0,0,20240107,20240317
470,0,0,0,0,0,0,1,20240107,20240317
49,0,0,1,0,0,0,0,20200427,20250211
52,1,0,0,0,0,0,0,20200629,20250211
81,1,0,0,1,0,0,0,20210412,20250211
100,0,0,0,1,0,0,0,20210729,20250211
74,1,1,1,1,1,0,0,20210122,20250211
355,0,0,1,0,1,0,0,20230904,20250211
26,1,1,1,1,1,0,0,20190101,20250211
25,0,0,0,0,0,1,0,20190101,20250211
27,1,1,1,1,1,0,0,20190101,20250211
84,1,1,1,1,1,0,0,20210509,20250211
426,0,0,1,0,1,0,0,20231128,20250211
224,1,1,1,1,1,0,0,20221106,20240420
133,1,1,1,1,1,0,0,20211104,20250211
196,0,0,0,0,0,0,0,20220904,20240317
197,0,0,0,0,0,0,1,20220904,20240317
117,1,1,1,1,1,0,0,20210928,20250101
436,1,1,1,1,1,0,0,20231218,20240331
435,0,0,0,0,0,1,0,20231218,20240331
235,1,1,1,1,1,0,0,20221201,20250211
241,0,0,0,0,0,0,0,20230101,20250211
30,1,1,1,1,1,0,0,20190102,20250211
28,0,0,0,0,0,1,0,20190102,20250211
29,1,1,1,1,1,0,0,20190102,20250211
110,1,1,1,1,1,0,0,20210906,20250211
108,0,0,0,0,0,1,0,20210906,20250211
281,0,0,0,0,0,0,0,20230416,20250211
282,0,0,0,0,0,0,1,20230416,20250211
157,1,1,1,1,1,0,0,20220211,20240331
156,0,0,0,0,0,1,0,20220211,20240331
311,0,0,0,0,1,0,0,20230620,20250211
286,1,1,1,1,1,0,0,20230501,20250211
285,0,0,0,0,0,1,0,20230501,20250211
287,1,1,1,1,1,0,0,20230501,20250211
301,1,1,1,1,1,0,0,20230528,20250211
300,1,1,1,1,0,0,0,20230528,20250211
6,0,0,1,0,0,0,0,20150409,20250211
72,0,0,0,0,0,0,0,20210118,20250211
73,0,0,0,0,0,0,1,20210118,20250211
5,0,0,0,1,0,0,0,20150309,20250211
43,1,1,1,1,1,0,0,20200216,20250211
42,0,0,0,0,0,1,0,20200216,20250211
177,0,0,0,0,0,1,0,20220501,20250101
114,1,1,1,1,1,0,0,20210920,20250211
40,0,0,1,0,1,0,0,20200109,20250211
155,1,1,1,1,1,0,0,20220130,20250211
154,0,0,0,0,0,1,0,20220130,20250211
372,1,1,1,1,1,0,0,20230927,20250211
236,1,1,1,1,1,0,0,20230101,20240504
35,1,0,0,0,0,0,0,20190121,20250211
65,1,1,1,1,1,0,0,20201130,20250211
64,0,0,0,0,0,1,0,20201130,20250211
357,1,0,0,0,0,0,0,20230904,20250211
153,1,1,1,1,1,0,0,20220112,20250211
195,1,1,1,1,1,0,0,20220828,20240331
194,0,0,0,0,0,1,0,20220828,20240331
316,1,1,1,1,1,0,0,20230717,20250211
315,0,0,0,0,0,1,0,20230717,20250211
151,0,0,0,0,1,0,0,20220112,20250211
152,1,1,1,1,0,0,0,20220112,20250211
16,1,1,1,1,1,0,0,20180618,20240331
15,0,0,0,0,0,1,0,20180618,20240331
17,1,1,1,1,1,0,0,20180618,20240331
278,1,1,1,1,1,0,0,20230402,20250211
271,0,0,0,0,0,0,0,20230301,20240317
272,0,0,0,0,0,0,1,20230301,20240317
63,1,1,1,1,1,0,0,20201031,20250211
62,0,0,0,0,0,1,0,20201031,20250211
38,1,1,1,1,1,0,0,20190930,20250211
199,1,0,0,0,0,0,0,20220905,20250211
61,1,1,1,1,1,0,0,20200916,20250211
391,1,1,1,1,1,0,0,20231101,20250211
243,0,1,0,0,1,0,0,20230101,20250211
259,1,1,1,1,1,0,0,20230127,20250211
258,0,0,0,0,0,1,0,20230127,20250211
189,1,1,1,1,1,0,0,20220726,20250211
188,0,0,0,0,0,1,0,20220726,20250211
159,1,1,1,1,1,0,0,20220211,20250211
158,0,0,0,0,0,1,0,20220211,20250211
145,0,0,0,0,0,0,0,20220104,20250211
146,0,0,0,0,0,0,1,20220104,20250211
48,1,1,1,1,1,0,0,20200406,20250211
47,0,0,0,0,0,1,0,20200406,20250211
54,0,1,0,0,0,0,0,20200704,20250211
162,1,1,1,1,1,0,0,20220214,20250211
24,0,1,0,1,0,0,0,20181120,20250211
12,0,0,0,0,1,0,0,20170220,20250211
37,1,1,1,1,1,0,0,20190903,20250211
44,0,0,0,0,1,0,0,20200403,20250211
86,1,1,1,1,1,0,0,20210601,20250211
85,0,0,0,0,0,1,0,20210601,20250211
36,0,1,0,0,0,0,0,20190403,20250211
1,1,1,1,1,1,0,0,20141021,20250211
2,1,1,1,1,1,0,0,20141209,20250211
